Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
CCL20,"MIP3A; CKb4","C-C Motif Chemokine Ligand 20","Acts as a ligand for C-C chemokine receptor CCR6. Signals through binding and activation of CCR6 and induces a strong chemotactic response and mobilization of intracellular calcium ions.","senescence-associated secretory phenotype","Homo sapiens","SIRT1/FoxO3 axis alteration leads to aberrant immune responses in bronchial epithelial cells",10.1111/jcmm.13509,unknown,Unknown,6364
CCL21,"CKb9; TCA4","C-C Motif Chemokine Ligand 21","Inhibits hemopoiesis and stimulates chemotaxis. Chemotactic in vitro for thymocytes and activated T-cells, but not for B-cells, macrophages, or neutrophils. Shows preferential activity towards naive T-cells.","NF-κB related gene","Homo sapiens","Distinctive immunoregulatory effects of adenosine on T cells of older humans",10.1096/fj.11-197046,hsa04064,"NF-kappa B signaling pathway",6366
CCL26,"SCYA26; IMAC","C-C Motif Chemokine Ligand 26","Chemoattractant for eosinophils and basophils.","senescence-associated secretory phenotype","Homo sapiens","Age-specific changes in the molecular phenotype of patients with moderate-to-severe atopic dermatitis",10.1016/j.jaci.2019.01.015,unknown,Unknown,10344
CCL3,"MIP1A; SCYA3","C-C Motif Chemokine Ligand 3","Monokine with inflammatory and chemokinetic properties. Binds to CCR1, CCR4 and CCR5. One of the major HIV-suppressive factors produced by CD8+ T-cells.","senescence-associated secretory phenotype","Homo sapiens","Age-related pro-inflammatory and pro-angiogenic changes in human aqueous humor",10.18240/ijo.2018.02.03,unknown,Unknown,6348
CCL4,"MIP1B; SCYA4","C-C Motif Chemokine Ligand 4","Monokine with inflammatory and chemokinetic properties. Binds to CCR5. One of the major HIV-suppressive factors produced by CD8+ T-cells. Recombinant MIP-1-beta induces a dose-dependent inhibition of different strains of HIV-1, HIV-2, and simian immunodeficiency virus (SIV). The processed form MIP-1-beta(3-69) retains the abilities to induce down-modulation of surface expression of the chemokine receptor CCR5 and to inhibit the CCR5-mediated entry of HIV-1 in T-cells.","NF-κB related gene","Homo sapiens","MicroRNA-125b modulates inflammatory chemokine CCL4 expression in immune cells and its reduction causes CCL4 increase with age",10.1111/acel.12294,hsa04064,"NF-kappa B signaling pathway",6351
CCL7,"SCYA6; SCYA7","C-C Motif Chemokine Ligand 7","Chemotactic factor that attracts monocytes and eosinophils, but not neutrophils. Augments monocyte anti-tumor activity.","senescence-associated secretory phenotype","Homo sapiens","Increased cardiovascular and atherosclerosis markers in blood of older patients with atopic dermatitis",10.1016/j.anai.2019.10.013,unknown,Unknown,6354
CCNA2,"CCNA; CCN1","cyclin A2","Involved in cell cycle control， binds and activates CDK2 and promotes transition through G1/S and G2/M.","stem cell exhaustion","Homo sapiens","Structure and cell cycle-regulated transcription of the human cyclin A gene",10.1073/pnas.91.12.5490,hsa04218,"Cellular senescence",890
CD14,"CD14 Antigen","CD14 Molecule","Coreceptor for bacterial lipopolysaccharide (PubMed:1698311, PubMed:23264655). In concert with LBP, binds to monomeric lipopolysaccharide and delivers it to the LY96/TLR4 complex, thereby mediating the innate immune response to bacterial lipopolysaccharide (LPS).","NF-κB related gene","Homo sapiens","Association of CD14 with incident dementia and markers of brain aging and injury",10.1212/WNL.0000000000008682,hsa04064,"NF-kappa B signaling pathway",929
CD40LG,"CD154; Gp39","CD40 Ligand","Cytokine that acts as a ligand to CD40/TNFRSF5. Costimulates T-cell proliferation and cytokine production.","NF-κB related gene","Homo sapiens","Elderly dendritic cells respond to LPS/IFN-γ and CD40L stimulation despite incomplete maturation",10.1371/journal.pone.0195313,hsa04064,"NF-kappa B signaling pathway",959
CD55,"DAF; TC","CD55 Molecule (Cromer Blood Group)","This protein recognizes C4b and C3b fragments that condense with cell-surface hydroxyl or amino groups when nascent C4b and C3b are locally generated during C4 and c3 activation.","senescence-associated secretory phenotype","Homo sapiens","Early and extensive CD55 loss from red blood cells supports a causal role in malarial anaemia",10.1186/1475-2875-10-386,unknown,Unknown,1604
CD9,"MIC3; P24","CD9 Molecule","Integral membrane protein associated with integrins, which regulates different processes, such as sperm-egg fusion, platelet activation and aggregation, and cell adhesion.","senescence-associated secretory phenotype","Homo sapiens","CD9 expression in vascular aging and atherosclerosis",10.14670/HH-18-268,unknown,Unknown,928
CDC42,"Cell Division Control Protein 42 Homolog","cell division cycle 42","Probably involved in the organization of the actin cytoskeleton by acting downstream of CDC42, inducing actin filament assembly. Alters CDC42-induced cell shape changes. In activated T-cells, may play a role in CDC42-mediated F-actin accumulation at the immunological synapse. May play a role in early contractile events in phagocytosis in macrophages.",others,"Homo sapiens","Cdc42: An Essential Rho-Type GTPase Controlling Eukaryotic Cell Polarity",10.1128/MMBR.63.1.54-105.1999,hsa04010,"MAPK signaling pathway",998
CDK1,"CDC28A; CDC2","cyclin-dependent kinase 1","An important regulator of the cell cycle, CDK1 also appears to be involved in apoptosis.","cellular senescence","Homo sapiens","TIAR marks nuclear G2/M transition granules and restricts CDK1 activity under replication stress",10.15252/embr.201846224,hsa04115,"p53 signaling pathway",983
CDK7,"CDK-Activating Kinase 1","cyclin-dependent kinase 7","Serine/threonine kinase involved in cell cycle control and in RNA polymerase II-mediated RNA transcription. Cyclin-dependent kinases (CDKs) are activated by the binding to a cyclin and mediate the progression through the cell cycle. Each different complex controls a specific transition between 2 subsequent phases in the cell cycle. Required for both activation and complex formation of CDK1/cyclin-B during G2-M transition, and for activation of CDK2/cyclins during G1-S transition (but not complex formation). Its expression and activity are constant throughout the cell cycle. Upon DNA damage, triggers p53/TP53 activation by phosphorylation, but is inactivated in turn by p53/TP53; this feedback loop may lead to an arrest of the cell cycle and of the transcription, helping in cell recovery, or to apoptosis. Required for DNA-bound peptides-mediated transcription and cellular growth inhibition.",others,"Homo sapiens","novel cyclin associates with MO15/CDK7 to form the CDK-activating kinase",10.1016/0092-8674(94)90535-5,hsa04110,"Cell cycle",1022
CDKN1A,CAP20,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)","May be involved in p53/TP53 mediated inhibition of cellular proliferation in response to DNA damage. Binds to and inhibits cyclin-dependent kinase activity, preventing phosphorylation of critical cyclin-dependent kinase substrates and blocking cell cycle progression. Functions in the nuclear localization and assembly of cyclin D-CDK4 complex and promotes its kinase activity towards RB1. At higher stoichiometric ratios, inhibits the kinase activity of the cyclin D-CDK4 complex. Inhibits DNA synthesis by DNA polymerase delta by competing with POLD3 for PCNA binding. Plays an important role in controlling cell cycle progression and DNA damage-induced G2 arrest.","genomic instability","Homo sapiens","The p21 Cdk-interacting protein Cip1 is a potent inhibitor of G1 cyclin-dependent kinases",10.1016/0092-8674(93)90499-g,hsa04115,"p53 signaling pathway",1026
CDKN2A,"CDK4I; p16; INK4a","cyclin-dependent kinase inhibitor 2A","The CDKN2A gene encodes different transcripts involved mostly in cell cycle regulation and cellular senescence, including the tumour suppressor proteins p16 and p19.","cellular senescence","Homo sapiens","Involvement of the INK4a/Arf Gene Locus in Senescence",10.1046/j.1474-9728.2003.00048.x,hsa04115,"p53 signaling pathway",1029
CDKN2B,P14-INK4b,"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)","Interacts strongly with CDK4 and CDK6. Potent inhibitor. Potential effector of TGF-beta induced cell cycle arrest.",others,"Homo sapiens","MTAP and CDKN2B genes are associated with myocardial infarction in Chinese Hans",10.1016/j.clinbiochem.2009.02.021,hsa04218,"Cellular senescence",1030
CEBPA,"C/EBP-alpha; CEBP","CCAAT/enhancer binding protein (C/EBP), alpha","CEBPA is a transcription factor expressed in adipose tissues that modulates the expression of leptin (LEP). CEBPA-null die shortly after birth.",others,"Homo sapiens","Aging and liver regeneration",10.1016/j.tem.2009.01.005,unknown,Unknown,1050
CEBPB,"LAP; CRP2; NFIL6","CCAAT/enhancer binding protein (C/EBP), beta","Like CEBPA, CEBPB is a transcription factor involved in fat metabolism. CEBPB also appears to play a role in liver regeneration.",others,"Homo sapiens","Epigenome-wide association studies identify DNA methylation associated with kidney function",10.1038/s41467-017-01297-7,hsa04657,"IL-17 signaling pathway",1051
CETP,"BPI Fold Containing Family F","cholesteryl ester transfer protein, plasma","Involved in the transfer of neutral lipids, including cholesteryl ester and triglyceride, among lipoprotein particles. Allows the net movement of cholesteryl ester from high density lipoproteins/HDL to triglyceride-rich very low density lipoproteins/VLDL, and the equimolar transport of triglyceride from VLDL to HDL. Regulates the reverse cholesterol transport, by which excess cholesterol is removed from peripheral tissues and returned to the liver for elimination.","deregulated nutrient sensing","Homo sapiens","Cloning and Sequencing of Human Cholesteryl Ester Transfer Protein Cdna",10.1038/327632a0,unknown,Unknown,1071
CFLAR,"FLAME; CFLIP","CASP8 And FADD Like Apoptosis Regulator","Apoptosis regulator protein which may function as a crucial link between cell survival and cell death pathways in mammalian cells. Acts as an inhibitor of TNFRSF6 mediated apoptosis.","NF-κB related gene","Homo sapiens","The apoptotic transcriptome of the human MII oocyte: characterization and age-related changes",10.1007/s10495-012-0783-5,hsa04064,"NF-kappa B signaling pathway",8837
CHCHD2,"C7orf17; MIX17B; MNRR1","coiled-coil-helix-coiled-coil-helix domain containing 2","Mutations in the CHCHD2 gene have been linked to autosomal dominant forms of Parkinson's disease (PD).",others,"Homo sapiens","CHCHD2 mutational screening in Brazilian patients with familial Parkinson's disease",10.1016/j.neurobiolaging.2018.09.026,unknown,Unknown,51142
CHEK2,"Serine/Threonine-Protein Kinase Chk2","checkpoint kinase 2","Serine/threonine-protein kinase which is required for checkpoint-mediated cell cycle arrest, activation of DNA repair and apoptosis in response to the presence of DNA double-strand breaks. May also negatively regulate cell cycle progression during unperturbed cell cycles. May also phosphorylate NEK6 which is involved in G2/M cell cycle arrest. Regulates DNA repair through phosphorylation of BRCA2, enhancing the association of RAD51 with chromatin which promotes DNA repair by homologous recombination. Also stimulates the transcription of genes involved in DNA repair (including BRCA2) through the phosphorylation and activation of the transcription factor FOXM1. Regulates apoptosis through the phosphorylation of p53/TP53, MDM4 and PML. Also controls the transcription of pro-apoptotic genes through phosphorylation of the transcription factor E2F1.","genomic instability","Homo sapiens","Chk2 and REGγ-dependent DBC1 Regulation in DNA Damage Induced Apoptosis",10.1093/nar/gku1065,hsa04115,"p53 signaling pathway",11200
CISD2,"CDGSH Iron Sulfur Domain 2","CDGSH iron sulfur domain 2","Regulator of autophagy that contributes to antagonize BECN1-mediated cellular autophagy at the endoplasmic reticulum. Participates in the interaction of BCL2 with BECN1 and is required for BCL2-mediated depression of endoplasmic reticulum Ca2+?stores during autophagy. Contributes to BIK-initiated autophagy, while it is not involved in BIK-dependent activation of caspases. Involved in life span control, probably via its function as regulator of autophagy.",others,"Homo sapiens","A homozygous mutation in a novel zinc-finger protein, ERIS, is responsible for Wolfram syndrome 2",10.1086/520961,unknown,Unknown,493856
CLOCK,"Circadian Locomoter Output Cycles Protein Kaput","clock circadian regulator","Transcriptional activator which forms a core component of the circadian clock. The circadian clock, an internal time-keeping system, regulates various physiological processes through the generation of approximately 25 hour circadian rhythms in gene expression, which are translated into rhythms in metabolism and behavior.",others,"Homo sapiens","Intermolecular Recognition Revealed by the Complex Structure of Human CLOCK-BMAL2 Basic Helix-Loop-Helix Domains With E-box DNA",10.1038/cr.2012.171,unknown,Unknown,9575
CLU,"SGP-2; SP-40; TRPM-2",clusterin,"It may be involved in apoptosis.","cellular senescence","Homo sapiens","Serum Levels of the Senescence Biomarker clusterin/apolipoprotein J Increase Significantly in Diabetes Type II and During Development of Coronary Heart Disease or at Myocardial Infarction",10.1016/s0531-5565(02)00139-0,unknown,Unknown,1191
CNR1,CANN6,"cannabinoid receptor 1 (brain)","G-protein coupled receptor for endogenous cannabinoids (eCBs), including N-arachidonoylethanolamide (also called anandamide or AEA) and 2-arachidonoylglycerol (2-AG), as well as phytocannabinoids, such as delta9-tetrahydrocannabinol (THC). Mediates many cannabinoid-induced effects, acting, among others, on food intake, memory loss, gastrointestinal motility, catalepsy, ambulatory activity, anxiety, chronic pain. Signaling typically involves reduction in cyclic AMP. In the hypothalamus, may have a dual effect on mitochondrial respiration depending upon the agonist dose and possibly upon the cell type. May also affect de novo cholesterol synthesis and HDL-cholesteryl ether uptake. Peripherally modulates energy metabolism.","deregulated nutrient sensing","Homo sapiens","CB1 cannabinoid receptor activity is modulated by the cannabinoid receptor interacting protein CRIP 1a",10.1124/mol.107.039263,unknown,Unknown,1268
COQ7,"CLK-1; CAT5","coenzyme Q7 homolog, ubiquinone (yeast)","2-fold reduction of MCLK1 expression in mice affects mitochondrial function substantially, and also exhibit surprisingly high levels of oxidative damage and early mitochondrial dysfunction.","mitochondrial dysfunction","Homo sapiens","Conservation of the Caenorhabditis elegans timing gene clk-1 from yeast to human: a gene required for ubiquinone biosynthesis with potential implications for aging",10.1007/s003359901147,unknown,Unknown,10229
CREB1,"Cyclic Adenosine 3',5'-Monophosphate Response Element Binding Protein","cAMP responsive element binding protein 1","This gene encodes a transcription factor that is a member of the leucine zipper family of DNA binding proteins. This protein binds as a homodimer to the cAMP-responsive element, an octameric palindrome.","genomic instability","Homo sapiens","Direct regulation of CREB transcriptional activity by ATM in response to genotoxic stress",10.1073/pnas.0307718101,hsa04211,"Longevity regulating pathway",1385
CREB3,"Transcription Factor LZIP-Alpha","cyclic AMP-responsive element-binding protein 3","Endoplasmic reticulum (ER)-bound sequence-specific transcription factor that directly binds DNA and activates transcription. Plays a role in the unfolded protein response (UPR), promoting cell survival versus ER stress-induced apoptotic cell death. Also involved in cell proliferation, migration and differentiation, tumor suppression and inflammatory gene expression. Acts as a positive regulator of LKN-1/CCL15-induced chemotaxis signaling of leukocyte cell migration. Associates with chromatin to the HERPUD1 promoter. Also induces transcriptional activation of chemokine receptors.","loss of proteostasis","Homo sapiens","Luman is capable of binding and activating transcription from the unfolded protein response element",10.1016/j.bbrc.2005.03.141,hsa04211,"Longevity regulating pathway",10488
CREB3L1,OASIS,"cyclic AMP-responsive element-binding protein 3-like protein 1","Transcription factor involved in unfolded protein response (UPR). Binds the DNA consensus sequence 5'-GTGXGCXGC-3'. In the absence of endoplasmic reticulum (ER) stress, inserted into ER membranes, with N-terminal DNA-binding and transcription activation domains oriented toward the cytosolic face of the membrane. In response to ER stress, transported to the Golgi, where it is cleaved in a site-specific manner by resident proteases S1P/MBTPS1 and S2P/MBTPS2. The released N-terminal cytosolic domain is translocated to the nucleus to effect transcription of specific target genes. Plays a critical role in bone formation through the transcription of COL1A1, and possibly COL1A2, and the secretion of bone matrix proteins. Directly binds to the UPR element (UPRE)-like sequence in an osteoblast-specific COL1A1 promoter region and induces its transcription. Does not regulate COL1A1 in other tissues, such as skin.","loss of proteostasis","Homo sapiens","OASIS is a transcriptional activator of CREB/ATF family with a transmembrane domain",10.1016/S0006-291X(02)00253-X,hsa04211,"Longevity regulating pathway",90993
CREB3L2,"B-ZIB Transcription Factor","cyclic AMP-responsive element-binding protein 3-like protein 2","Transcription factor involved in unfolded protein response (UPR). In the absence of endoplasmic reticulum (ER) stress, inserted into ER membranes, with N-terminal DNA-binding and transcription activation domains oriented toward the cytosolic face of the membrane. In response to ER stress, transported to the Golgi, where it is cleaved in a site-specific manner by resident proteases S1P/MBTPS1 and S2P/MBTPS2. The released N-terminal cytosolic domain is translocated to the nucleus to effect transcription of specific target genes. Plays a critical role in chondrogenesis by activating the transcription of SEC23A, which promotes the transport and secretion of cartilage matrix proteins, and possibly that of ER biogenesis-related genes. In a neuroblastoma cell line, protects cells from ER stress-induced death. In vitro activates transcription of target genes via direct binding to the CRE site.","loss of proteostasis","Homo sapiens","BBF2H7, a novel transmembrane bZIP transcription factor, is a new type of endoplasmic reticulum stress transducer",10.1128/MCB.01552-06,hsa04211,"Longevity regulating pathway",64764
CREB3L3,"Transcription Factor CREB-H","cyclic AMP-responsive element-binding protein 3-like protein 3","Transcription factor that may act during endoplasmic reticulum stress by activating unfolded protein response target genes. Activated in response to cAMP stimulation. In vitro, binds to the cAMP response element (CRE) and box-B element. Activates transcription through box-B element. Activates transcription through CRE. Seems to function synergistically with ATF6. In acute inflammatory response, may activate expression of acute phase response (APR) genes. May be involved in growth suppression.","loss of proteostasis","Homo sapiens","CREB-H: a novel mammalian transcription factor belonging to the CREB/ATF family and functioning via the box-B element with a liver-specific expression",10.1093/nar/29.10.2154,hsa04211,"Longevity regulating pathway",84699
CREB3L4,"Cyclic AMP-Responsive Element-Binding Protein 4","cyclic AMP-responsive element-binding protein 3-like protein 4","Transcriptional activator that may play a role in the unfolded protein response. Binds to the UPR element (UPRE) but not to CRE element. Preferentially binds DNA with to the consensus sequence 5'-T[GT]ACGT[GA][GT]-3' and has transcriptional activation activity from UPRE. Binds to NF-kappa-B site and has transcriptional activation activity from NF-kappa-B-containing regulatory elements.","loss of proteostasis","Homo sapiens","CREB4, a transmembrane bZip transcription factor and potential new substrate for regulation and cleavage by S1P",10.1091/mbc.e05-06-0500,hsa04211,"Longevity regulating pathway",148327
CREB5,CREBPA,"cyclic AMP-responsive element-binding protein 5","Binds to the cAMP response element and activates transcription.",others,"Homo sapiens","Regulation of trans-activating capacity of CRE-BPa by phorbol ester tumor promoter TPA","PMID: 8378084",hsa04211,"Longevity regulating pathway",9586
CREBBP,"Histone Lysine Acetyltransferase CREBBP","CREB binding protein","Acetylates histones, giving a specific tag for transcriptional activation. Also acetylates non-histone proteins, like DDX21, FBL, IRF2, MAFG, NCOA3, POLR1E/PAF53 and FOXO1. Binds specifically to phosphorylated CREB and enhances its transcriptional activity toward cAMP-responsive genes. Acts as a coactivator of ALX1. Acts as a circadian transcriptional coactivator which enhances the activity of the circadian transcriptional activators: NPAS2-ARNTL/BMAL1 and CLOCK-ARNTL/BMAL1 heterodimers.",others,"Homo sapiens","Pokemon (FBI-1) interacts with Smad4 to repress TGF-β-induced transcriptional responses",10.1016/j.bbagrm.2014.12.008,hsa04066,"HIF-1 signaling pathway",1387
CSF2RB,"CD131; IL3RB","Colony Stimulating Factor 2 Receptor Subunit Beta","High affinity receptor for interleukin-3, interleukin-5 and granulocyte-macrophage colony-stimulating factor.","senescence-associated secretory phenotype","Homo sapiens","Senescence-associated-gene signature identifies genes linked to age, prognosis, and progression of human gliomas",10.1016/j.jgo.2014.08.003,unknown,Unknown,1439
CSNK1E,"Casein Kinase I Isoform Epsilon","casein kinase 1, epsilon","Casein kinases are operationally defined by their preferential utilization of acidic proteins such as caseins as substrates. Can phosphorylate a large number of proteins. Participates in Wnt signaling. Phosphorylates DVL1 and DVL2. Central component of the circadian clock. In balance with PP1, determines the circadian period length, through the regulation of the speed and rhythmicity of PER1 and PER2 phosphorylation. Controls PER1 and PER2 nuclear transport and degradation. Inhibits cytokine-induced granuloytic differentiation.","loss of proteostasis","Homo sapiens","Testing the circadian gene hypothesis in prostate cancer: a population-based case-control study",10.1158/0008-5472.CAN-09-0648,hsa04310,"Wnt signaling pathway",1454
CTF1,Cardiotrophin-1,"cardiotrophin 1","Induce cardiac myocyte hypertrophy in vitro. Binds to and activates the ILST/gp130 receptor.",others,"Homo sapiens","Human cardiotrophin-1: protein and gene structure, biological and binding activities, and chromosomal localization",10.1006/cyto.1996.0026,hsa04630,"JAK-STAT signaling pathway",1489
CTGF,"IGFBP8; CCN2","connective tissue growth factor","The encoded protein plays a role in chondrocyte proliferation and differentiation, cell adhesion in many cell types, and is related to platelet-derived growth factor.","stem cell exhaustion","Homo sapiens","Expression of Connective Tissue Growth Factor, a Biomarker in Senescence of Human Diploid Fibroblasts, Is Up-Regulated by a Transforming Growth Factor-Beta-Mediated Signaling Pathway",10.1016/j.bbrc.2004.04.108,unknown,Unknown,1490
CTNNB1,"beta-catenin; armadillo; CTNNB","catenin (cadherin-associated protein), beta 1, 88kDa","CTNNB1, also known as beta-catenin, is a member of the adherens junctions proteins, involved in epithelial layers that mediate adhesion between cells, cell communication, growth, embryogenesis, and wound healing.","altered intercellular communication","Homo sapiens","beta-Catenin Controls Hair Follicle Morphogenesis and Stem Cell Differentiation in the Skin",10.1016/s0092-8674(01)00336-1,hsa04310,"Wnt signaling pathway",1499
CXCL1,"GROa; MGSA","C-X-C Motif Chemokine Ligand 1","Has chemotactic activity for neutrophils. May play a role in inflammation and exerts its effects on endothelial cells in an autocrine fashion.","senescence-associated secretory phenotype","Homo sapiens","The Inflammatory Microenvironment of the Aging Prostate Facilitates Cellular Proliferation and Hypertrophy",10.1016/j.cyto.2008.05.012,hsa04064,"NF-kappa B signaling pathway",2919
CXCL12,"SDF-1a; SDF-1b","C-X-C Motif Chemokine Ligand 12","Chemoattractant active on T-lymphocytes and monocytes but not neutrophils. Activates the C-X-C chemokine receptor CXCR4 to induce a rapid and transient rise in the level of intracellular calcium ions and chemotaxis.","senescence-associated secretory phenotype","Homo sapiens","The Inflammatory Microenvironment of the Aging Prostate Facilitates Cellular Proliferation and Hypertrophy",10.1016/j.cyto.2008.05.012,hsa04064,"NF-kappa B signaling pathway",6387
CXCL2,"MIP-2a; MIP2A","C-X-C Motif Chemokine Ligand 2","Produced by activated monocytes and neutrophils and expressed at sites of inflammation.","senescence-associated secretory phenotype","Homo sapiens","The Inflammatory Microenvironment of the Aging Prostate Facilitates Cellular Proliferation and Hypertrophy",10.1016/j.cyto.2008.05.012,hsa04064,"NF-kappa B signaling pathway",2920
CXCL5,"ENA-78; SCYB5","C-X-C Motif Chemokine Ligand 5","Involved in neutrophil activation.","senescence-associated secretory phenotype","Homo sapiens","The Inflammatory Microenvironment of the Aging Prostate Facilitates Cellular Proliferation and Hypertrophy",10.1016/j.cyto.2008.05.012,unknown,Unknown,6374
CXCL6,"SCYB6; GCP2","C-X-C Motif Chemokine Ligand 6","Chemotactic for neutrophil granulocytes. Signals through binding and activation of its receptors (CXCR1 and CXCR2).","senescence-associated secretory phenotype","Homo sapiens","The Inflammatory Microenvironment of the Aging Prostate Facilitates Cellular Proliferation and Hypertrophy",10.1016/j.cyto.2008.05.012,unknown,Unknown,6372
CXCL8,"LYNAP; SCYB8","C-X-C Motif Chemokine Ligand 8","IL-8 is a chemotactic factor that attracts neutrophils, basophils, and T-cells, but not monocytes. It is also involved in neutrophil activation. It is released from several cell types in response to an inflammatory stimulus.","senescence-associated secretory phenotype","Homo sapiens","Activation profile of CXCL8-stimulated neutrophils and aging",10.1016/j.cyto.2013.01.016,hsa04218,"Cellular senescence",3576
CYCS,THC4,"Cytochrome C","Plays a role in apoptosis. Suppression of the anti-apoptotic members or activation of the pro-apoptotic members of the Bcl-2 family leads to altered mitochondrial membrane permeability resulting in release of cytochrome c into the cytosol. Binding of cytochrome c to Apaf-1 triggers the activation of caspase-9, which then accelerates apoptosis by activating other caspases.","cellular senescence","Homo sapiens","SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence",10.1080/15548627.2019.1659612,hsa04115,"p53 signaling pathway",54205
DBN1,D0S117E,"drebrin 1","DBN1 is thought to be involved in neuronal growth.","loss of proteostasis","Homo sapiens","Coordinated gene expression of neuroinflammatory and cell signaling markers in dorsolateral prefrontal cortex during human brain development and aging",10.1371/journal.pone.0110972,unknown,Unknown,1627
DCTN1,DAP-150,"Dynactin Subunit 1","DCTN1 plays a key role in dynein-mediated retrograde transport of vesicles and organelles along microtubules by recruiting and tethering dynein to microtubules. Binds to both dynein and microtubules providing a link between specific cargos, microtubules and dynein. Essential for targeting dynein to microtubule plus ends, recruiting dynein to membranous cargos and enhancing dynein processivity (the ability to move along a microtubule for a long distance without falling off the track). Can also act as a brake to slow the dynein motor during motility along the microtubule (PubMed:25185702). Can regulate microtubule stability by promoting microtubule formation, nucleation and polymerization and by inhibiting microtubule catastrophe in neurons. Inhibits microtubule catastrophe by binding both to microtubules and to tubulin, leading to enhanced microtubule stability along the axon (PubMed:23874158). Plays a role in metaphase spindle orientation (PubMed:22327364). Plays a role in centriole cohesion and subdistal appendage organization and function. Its recruitment to the centriole in a KIF3A-dependent manner is essential for the maintenance of centriole cohesion and the formation of subdistal appendage. Also required for microtubule anchoring at the mother centriole (PubMed:23386061). Plays a role in primary cilia formation.",others,"Homo sapiens","Dynactin pathway-related gene expression is altered by aging, but not by vitrification",10.1016/j.reprotox.2019.06.011,H00058,"Amyotrophic lateral sclerosis (ALS)",1639
DDIT3,"CHOP10; GADD153; CHOP","DNA-damage-inducible transcript 3","DDIT3 prevents transcription in response to DNA damage.  It also appears to be related to apoptosis.","genomic instability","Homo sapiens","Expression of the Pro-Apoptotic Gene gadd153/chop Is Elevated in Liver With Aging and Sensitizes Cells to Oxidant Injury",10.1074/jbc.M300677200,hsa04010,"MAPK signaling pathway",1649
DDX58,"RIG-I; RIG1; RIGI","DExD/H-box helicase 58","Aging compromises both the primary and secondary RIG-I signaling pathways that govern expression of type I IFN genes, thereby impairing antiviral resistance to IAV.","NF-κB related gene","Homo sapiens","Aging impairs both primary and secondary RIG-I signaling for interferon induction in human monocytes",10.1126/scisignal.aan2392,hsa04064,"NF-kappa B signaling pathway",23586
DGAT1,"Diglyceride Acyltransferase","diacylglycerol O-acyltransferase 1","Catalyzes the terminal and only committed step in triacylglycerol synthesis by using diacylglycerol and fatty acyl CoA as substrates. In contrast to DGAT2 it is not essential for survival. May be involved in VLDL (very low density lipoprotein) assembly. In liver, plays a role in esterifying exogenous fatty acids to glycerol. Functions as the major acyl-CoA retinol acyltransferase (ARAT) in the skin, where it acts to maintain retinoid homeostasis and prevent retinoid toxicity leading to skin and hair disorders.",others,"Homo sapiens","Acyl coenzyme A dependent retinol esterification by acyl coenzyme A: diacylglycerol acyltransferase 1.",10.1016/j.bbalip.2005.09.003,unknown,Unknown,8694
DLAT,"PBC; E2","dihydrolipoamide S-acetyltransferase","The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2), and thereby links the glycolytic pathway to the tricarboxylic cycle.","mitochondrial dysfunction","Homo sapiens","Proteomics and metabolomics identify molecular mechanisms of aging potentially predisposing for chronic lymphocytic leukemia",10.1074/mcp.RA117.000425,unknown,Unknown,1737
DLL3,SCDO1,"delta-like 3 (Drosophila)","DLL3 has been linked to development and neurogenesis.","stem cell exhaustion","Homo sapiens","Novel Mutations in DLL3, a Somitogenesis Gene Encoding a Ligand for the Notch Signalling Pathway, Cause a Consistent Pattern of Abnormal Vertebral Segmentation in Spondylocostal Dysostosis",10.1136/jmg.40.5.333,hsa04330,"Notch signaling pathway",10683
E2F1,RBP3,"E2F transcription factor 1","Transcription activator that binds DNA cooperatively with DP proteins through the E2 recognition site, 5'-TTTC[CG]CGC-3' found in the promoter region of a number of genes whose products are involved in cell cycle regulation or in DNA replication.","genomic instability","Homo sapiens","E2F transcription factor action, regulation and possible role in human cancer",10.1046/j.1365-2184.1997.00085.x,hsa04218,"Cellular senescence",1869
EDARADD,"ECTD11B; ED3; EDA3","EDAR associated death domain","The methylation of site--in the promoters of the EDARADD genes--is linear with age over a range of five decades, which could be a model to estimate the age of a person, based on a biological sample alone.","NF-κB related gene","Homo sapiens","Epigenetic predictor of age",10.1371/journal.pone.0014821,hsa04064,"NF-kappa B signaling pathway",128178
EEF1A1,"EF1A; EEF1A; LENG7","eukaryotic translation elongation factor 1 alpha 1","EEF1A1 is involved in the binding of tRNA to ribosomes during protein synthesis. This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. With PARP1 and TXK, forms a complex that acts as a T helper 1 (Th1) cell-specific transcription factor and binds the promoter of IFN-gamma to directly regulate its transcription, and is thus involved importantly in Th1 cytokine production.","genomic instability","Homo sapiens","Nerve growth factor specifically stimulates translation of eukaryotic elongation factor 1A-1 (eEF1A-1) mRNA by recruitment to polyribosomes in PC12 cells",10.1074/jbc.M111782200,unknown,Unknown,1915
