GeneID	GeneSymb	NumberOfEvidence	EvidenceDetail	NumberOfLiterature	Alias	Link	Cytoband	FullName	GeneType
8346	HIST1H2BI	1	Reactome,		H2B/k|H2BFK	MIM:602807|HGNC:HGNC:4756|Ensembl:ENSG00000278588|HPRD:11903|Vega:OTTHUMG00000014448	6p22.2	histone cluster 1, H2bi	protein-coding
8345	HIST1H2BH	1	Reactome,		H2B/j|H2BFJ	MIM:602806|HGNC:HGNC:4755|Ensembl:ENSG00000275713|HPRD:11902|Vega:OTTHUMG00000014447	6p22.2	histone cluster 1, H2bh	protein-coding
8344	HIST1H2BE	1	Reactome,		H2B.h|H2B/h|H2BFH|dJ221C16.8	MIM:602805|HGNC:HGNC:4753|Ensembl:ENSG00000274290|HPRD:11901|Vega:OTTHUMG00000014427	6p22.2	histone cluster 1, H2be	protein-coding
8343	HIST1H2BF	1	Reactome,		H2B/g|H2BFG	MIM:602804|HGNC:HGNC:4752|Ensembl:ENSG00000277224|HPRD:11900|Vega:OTTHUMG00000014445	6p22.2	histone cluster 1, H2bf	protein-coding
8342	HIST1H2BM	1	Reactome,		H2B/e|H2BFE|dJ160A22.3	MIM:602802|HGNC:HGNC:4750|Ensembl:ENSG00000273703|HPRD:04154|Vega:OTTHUMG00000014489	6p22.1	histone cluster 1, H2bm	protein-coding
8341	HIST1H2BN	1	Reactome,		H2B/d|H2BFD	MIM:602801|HGNC:HGNC:4749|HPRD:11899	6p22.1	histone cluster 1, H2bn	protein-coding
8340	HIST1H2BL	1	Reactome,		H2B/c|H2BFC|dJ97D16.4	MIM:602800|HGNC:HGNC:4748|Ensembl:ENSG00000185130|HPRD:11898|Vega:OTTHUMG00000014485	6p22.1	histone cluster 1, H2bl	protein-coding
8339	HIST1H2BG	1	Reactome,		H2B.1A|H2B/a|H2BFA|dJ221C16.8	MIM:602798|HGNC:HGNC:4746|HPRD:11897	6p22.2	histone cluster 1, H2bg	protein-coding
8338	HIST2H2AC	1	Reactome,		H2A|H2A-GL101|H2A/q|H2AFQ	MIM:602797|HGNC:HGNC:4738|Ensembl:ENSG00000184260|HPRD:09107|Vega:OTTHUMG00000035825	1q21.2	histone cluster 2, H2ac	protein-coding
8337	HIST2H2AA3	1	Reactome,		H2A|H2A.2|H2A/O|H2A/q|H2AFO|H2a-615|HIST2H2AA	MIM:142720|HGNC:HGNC:4736|Ensembl:ENSG00000203812|HPRD:08851|Vega:OTTHUMG00000188678	1q21.2	histone cluster 2, H2aa3	protein-coding
8335	HIST1H2AB	1	Reactome,		H2A/m|H2AFM	MIM:602795|HGNC:HGNC:4734|Ensembl:ENSG00000278463|HPRD:09105|Vega:OTTHUMG00000014420	6p22.2	histone cluster 1, H2ab	protein-coding
8334	HIST1H2AC	1	Reactome,		H2A/l|H2AFL|dJ221C16.4	MIM:602794|HGNC:HGNC:4733|HPRD:09104	6p22.1	histone cluster 1, H2ac	protein-coding
8331	HIST1H2AJ	1	Reactome,		H2A/E|H2AFE|dJ160A22.4	MIM:602791|HGNC:HGNC:4727|Ensembl:ENSG00000276368|HPRD:09102|Vega:OTTHUMG00000014486	6p22.1	histone cluster 1, H2aj	protein-coding
8294	HIST1H4I	1	Reactome,		H4/m|H4FM|H4M	MIM:602833|HGNC:HGNC:4793|HPRD:09109	6p21.33	histone cluster 1, H4i	protein-coding
8290	HIST3H3	1	Reactome,		H3.4|H3/g|H3FT|H3t	MIM:602820|HGNC:HGNC:4778|Ensembl:ENSG00000168148|HPRD:04156|Vega:OTTHUMG00000040044	1q42	histone cluster 3, H3	protein-coding
811	CALR	1	GOA,		CRT|HEL-S-99n|RO|SSA|cC1qR	MIM:109091|HGNC:HGNC:1455|Ensembl:ENSG00000179218|HPRD:00169|Vega:OTTHUMG00000180574	19p13.3-p13.2	calreticulin	protein-coding
8091	HMGA2	1	GOA,		BABL|HMGI-C|HMGIC|LIPO|STQTL9	MIM:600698|HGNC:HGNC:5009|Ensembl:ENSG00000149948|HPRD:02827|Vega:OTTHUMG00000168936	12q15	high mobility group AT-hook 2	protein-coding
80012	PHC3	1	Reactome,		EDR3|HPH3	HGNC:HGNC:15682|Ensembl:ENSG00000173889|HPRD:10149|Vega:OTTHUMG00000158777	3q26.2	polyhomeotic homolog 3 (Drosophila)	protein-coding
7994	KAT6A	1	GOA,		MOZ|MRD32|MYST-3|MYST3|RUNXBP2|ZC2HC6A|ZNF220	MIM:601408|HGNC:HGNC:13013|Ensembl:ENSG00000083168|HPRD:03244|Vega:OTTHUMG00000150453	8p11	K(lysine) acetyltransferase 6A	protein-coding
79813	EHMT1	1	Reactome,		EUHMTASE1|Eu-HMTase1|FP13812|GLP|GLP1|KMT1D|bA188C12.1	MIM:607001|HGNC:HGNC:24650|Ensembl:ENSG00000181090|HPRD:07383|Vega:OTTHUMG00000020995	9q34.3	euchromatic histone-lysine N-methyltransferase 1	protein-coding
79677	SMC6	1	GOA,		SMC-6|SMC6L1|hSMC6	MIM:609387|HGNC:HGNC:20466|Ensembl:ENSG00000163029|HPRD:10242|Vega:OTTHUMG00000090675	2p24.2	structural maintenance of chromosomes 6	protein-coding
7965	AIMP2	1	GeneRif,	1	JTV-1|JTV1|P38|PRO0992	MIM:600859|HGNC:HGNC:20609|Ensembl:ENSG00000106305|HPRD:02915|Vega:OTTHUMG00000122077	7p22	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	protein-coding
796	CALCA	1	GeneRif,	1	CALC1|CGRP|CGRP-I|CGRP1|CT|KC	MIM:114130|HGNC:HGNC:1437|Ensembl:ENSG00000110680|HPRD:00238|Vega:OTTHUMG00000159731	11p15.2	calcitonin-related polypeptide alpha	protein-coding
7913	DEK	1	GeneRif,	2	D6S231E	MIM:125264|HGNC:HGNC:2768|Ensembl:ENSG00000124795|HPRD:00503|Vega:OTTHUMG00000014319	6p22.3	DEK proto-oncogene	protein-coding
7867	MAPKAPK3	1	Reactome,		3PK|MAPKAP-K3|MAPKAP3|MAPKAPK-3|MK-3	MIM:602130|HGNC:HGNC:6888|Ensembl:ENSG00000114738|HPRD:03678|Vega:OTTHUMG00000156850	3p21.3	mitogen-activated protein kinase-activated protein kinase 3	protein-coding
7707	ZNF148	1	GeneRif,	1	BERF-1|BFCOL1|HT-BETA|ZBP-89|ZFP148|pHZ-52	MIM:601897|HGNC:HGNC:12933|Ensembl:ENSG00000163848|HPRD:03540|Vega:OTTHUMG00000159448	3q21	zinc finger protein 148	protein-coding
7528	YY1	1	GeneRif,	1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	MIM:600013|HGNC:HGNC:12856|HPRD:02482	14q	YY1 transcription factor	protein-coding
7486	WRN	1	GeneRif,	2	RECQ3|RECQL2|RECQL3	MIM:604611|HGNC:HGNC:12791|Ensembl:ENSG00000165392|HPRD:05212|Vega:OTTHUMG00000163894	8p12	Werner syndrome, RecQ helicase-like	protein-coding
7474	WNT5A	1	GeneRif,	1	hWNT5A	MIM:164975|HGNC:HGNC:12784|Ensembl:ENSG00000114251|HPRD:01293|Vega:OTTHUMG00000158361	3p21-p14	wingless-type MMTV integration site family, member 5A	protein-coding
7376	NR1H2	1	GeneRif,	1	LXR-b|LXRB|NER|NER-I|RIP15|UNR	MIM:600380|HGNC:HGNC:7965|Ensembl:ENSG00000131408|HPRD:02660|Vega:OTTHUMG00000183036	19q13.3	nuclear receptor subfamily 1, group H, member 2	protein-coding
7337	UBE3A	1	GeneRif,	1	ANCR|AS|E6-AP|EPVE6AP|HPVE6A	MIM:601623|HGNC:HGNC:12496|Ensembl:ENSG00000114062|HPRD:03375|Vega:OTTHUMG00000171548	15q11.2	ubiquitin protein ligase E3A	protein-coding
7324	UBE2E1	1	Reactome,		UBCH6	MIM:602916|HGNC:HGNC:12477|Ensembl:ENSG00000170142|HPRD:04225|Vega:OTTHUMG00000130483	3p24.2	ubiquitin-conjugating enzyme E2E 1	protein-coding
7321	UBE2D1	1	Reactome,		E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A	MIM:602961|HGNC:HGNC:12474|Ensembl:ENSG00000072401|HPRD:04267|Vega:OTTHUMG00000018269	10q21.1	ubiquitin-conjugating enzyme E2D 1	protein-coding
7316	UBC	1	Reactome,		HMG20	MIM:191340|HGNC:HGNC:12468|Ensembl:ENSG00000150991|HPRD:07038|Vega:OTTHUMG00000044421	12q24.3	ubiquitin C	protein-coding
7314	UBB	1	Reactome,		-	MIM:191339|HGNC:HGNC:12463|Ensembl:ENSG00000170315|HPRD:06771|Vega:OTTHUMG00000058987	17p12-p11.2	ubiquitin B	protein-coding
7311	UBA52	1	Reactome,		CEP52|HUBCEP52|L40|RPL40	MIM:191321|HGNC:HGNC:12458|Ensembl:ENSG00000221983|HPRD:08931|Vega:OTTHUMG00000183110	19p13.1-p12	ubiquitin A-52 residue ribosomal protein fusion product 1	protein-coding
729948	CDC26P1	1	Reactome,		CDC26P	HGNC:HGNC:22770	7q32.1	cell division cycle 26 pseudogene 1	pseudo
7298	TYMS	1	GeneRif,	1	HST422|TMS|TS	MIM:188350|HGNC:HGNC:12441|Ensembl:ENSG00000176890|HPRD:01774|Vega:OTTHUMG00000131473	18p11.32	thymidylate synthetase	protein-coding
7291	TWIST1	1	GeneRif,	2	ACS3|BPES2|BPES3|CRS|CRS1|CSO|SCS|TWIST|bHLHa38	MIM:601622|HGNC:HGNC:12428|Ensembl:ENSG00000122691|HPRD:03374|Vega:OTTHUMG00000090821	7p21.2	twist family bHLH transcription factor 1	protein-coding
7290	HIRA	1	Reactome,		DGCR1|TUP1|TUPLE1	MIM:600237|HGNC:HGNC:4916|Ensembl:ENSG00000100084|HPRD:02583|Vega:OTTHUMG00000150134	22q11.21	histone cell cycle regulator	protein-coding
728590	RPS27AP11	1	Reactome,		RPS27A_4_740	HGNC:HGNC:36126	6q21	ribosomal protein S27a pseudogene 11	pseudo
723790	HIST2H2AA4	1	Reactome,		H2A/R	HGNC:HGNC:29668|Ensembl:ENSG00000272196|Vega:OTTHUMG00000012097	1q21.2	histone cluster 2, H2aa4	protein-coding
7161	TP73	1	GeneRif,	1	P73	MIM:601990|HGNC:HGNC:12003|Ensembl:ENSG00000078900|HPRD:03587|Vega:OTTHUMG00000000610	1p36.3	tumor protein p73	protein-coding
7150	TOP1	1	GeneRif,	1	TOPI	MIM:126420|HGNC:HGNC:11986|Ensembl:ENSG00000198900|HPRD:00535|Vega:OTTHUMG00000033057	20q12-q13.1	topoisomerase (DNA) I	protein-coding
7124	TNF	1	GeneRif,	2	DIF|TNF-alpha|TNFA|TNFSF2	MIM:191160|HGNC:HGNC:11892|Ensembl:ENSG00000232810|HPRD:01855|Vega:OTTHUMG00000031194	6p21.3	tumor necrosis factor	protein-coding
7042	TGFB2	1	GeneRif,	1	LDS4|TGF-beta2	MIM:190220|HGNC:HGNC:11768|Ensembl:ENSG00000092969|HPRD:01828|Vega:OTTHUMG00000039521	1q41	transforming growth factor, beta 2	protein-coding
7040	TGFB1	1	GeneRif,	5	CED|DPD1|LAP|TGFB|TGFbeta	MIM:190180|HGNC:HGNC:11766|Ensembl:ENSG00000105329|HPRD:01821|Vega:OTTHUMG00000182760	19q13.1	transforming growth factor, beta 1	protein-coding
7027	TFDP1	1	Reactome,		DP1|DRTF1|Dp-1	MIM:189902|HGNC:HGNC:11749|Ensembl:ENSG00000198176|HPRD:01792|Vega:OTTHUMG00000017388	13q34	transcription factor Dp-1	protein-coding
7015	TERT	1	GeneRif,	10	CMM9|DKCA2|DKCB4|EST2|PFBMFT1|TCS1|TP2|TRT|hEST2|hTRT	MIM:187270|HGNC:HGNC:11730|Ensembl:ENSG00000164362|HPRD:01754|Vega:OTTHUMG00000090357	5p15.33	telomerase reverse transcriptase	protein-coding
7013	TERF1	1	Reactome,		PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1	MIM:600951|HGNC:HGNC:11728|Ensembl:ENSG00000147601|HPRD:02975|Vega:OTTHUMG00000164522	8q21.11	telomeric repeat binding factor (NIMA-interacting) 1	protein-coding
701	BUB1B	1	GeneRif,	1	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	MIM:602860|HGNC:HGNC:1149|Ensembl:ENSG00000156970|HPRD:04176|Vega:OTTHUMG00000129877	15q15	BUB1 mitotic checkpoint serine/threonine kinase B	protein-coding
699	BUB1	1	GeneRif,	1	BUB1A|BUB1L|hBUB1	MIM:602452|HGNC:HGNC:1148|Ensembl:ENSG00000169679|HPRD:03907|Vega:OTTHUMG00000153638	2q14	BUB1 mitotic checkpoint serine/threonine kinase	protein-coding
6929	TCF3	1	GeneRif,	1	E2A|E47|ITF1|TCF-3|VDIR|bHLHb21	MIM:147141|HGNC:HGNC:11633|Ensembl:ENSG00000071564|HPRD:00918|Vega:OTTHUMG00000180031	19p13.3	transcription factor 3	protein-coding
6926	TBX3	1	GOA,		TBX3-ISO|UMS|XHL	MIM:601621|HGNC:HGNC:11602|Ensembl:ENSG00000135111|HPRD:03373|Vega:OTTHUMG00000169586	12q24.21	T-box 3	protein-coding
6876	TAGLN	1	GeneRif,	1	SM22|SMCC|TAGLN1|WS3-10	MIM:600818|HGNC:HGNC:11553|Ensembl:ENSG00000149591|HPRD:02891|Vega:OTTHUMG00000167067	11q23.2	transgelin	protein-coding
6778	STAT6	1	GeneRif,	1	D12S1644|IL-4-STAT|STAT6B|STAT6C	MIM:601512|HGNC:HGNC:11368|Ensembl:ENSG00000166888|HPRD:03302|Vega:OTTHUMG00000171194	12q13	signal transducer and activator of transcription 6, interleukin-4 induced	protein-coding
6772	STAT1	1	GeneRif,	2	CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91	MIM:600555|HGNC:HGNC:11362|Ensembl:ENSG00000115415|HPRD:02777|Vega:OTTHUMG00000132699	2q32.2	signal transducer and activator of transcription 1, 91kDa	protein-coding
673	BRAF	1	GeneRif,	5	B-RAF1|BRAF1|NS7|RAFB1	MIM:164757|HGNC:HGNC:1097|Ensembl:ENSG00000157764|HPRD:01264|Vega:OTTHUMG00000157457	7q34	B-Raf proto-oncogene, serine/threonine kinase	protein-coding
6720	SREBF1	1	GeneRif,	1	SREBP-1c|SREBP1|bHLHd1	MIM:184756|HGNC:HGNC:11289|Ensembl:ENSG00000072310|HPRD:01701|Vega:OTTHUMG00000059313	17p11.2	sterol regulatory element binding transcription factor 1	protein-coding
672	BRCA1	1	GeneRif,	3	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	MIM:113705|HGNC:HGNC:1100|Ensembl:ENSG00000012048|HPRD:00218|Vega:OTTHUMG00000157426	17q21	breast cancer 1, early onset	protein-coding
6667	SP1	1	Reactome,		-	MIM:189906|HGNC:HGNC:11205|Ensembl:ENSG00000185591|HPRD:01796|Vega:OTTHUMG00000170047	12q13.1	Sp1 transcription factor	protein-coding
6660	SOX5	1	GeneRif,	1	L-SOX5|L-SOX5B|L-SOX5F	MIM:604975|HGNC:HGNC:11201|Ensembl:ENSG00000134532|HPRD:18086|Vega:OTTHUMG00000169026	12p12.1	SRY (sex determining region Y)-box 5	protein-coding
6648	SOD2	1	GeneRif,	1	IPOB|MNSOD|MVCD6	MIM:147460|HGNC:HGNC:11180|Ensembl:ENSG00000112096|HPRD:00938|Vega:OTTHUMG00000015940	6q25.3	superoxide dismutase 2, mitochondrial	protein-coding
6615	SNAI1	1	GeneRif,	1	SLUGH2|SNA|SNAH|SNAIL|SNAIL1|dJ710H13.1	MIM:604238|HGNC:HGNC:11128|Ensembl:ENSG00000124216|HPRD:05025|Vega:OTTHUMG00000033048	20q13.2	snail family zinc finger 1	protein-coding
6598	SMARCB1	1	GeneRif,	2	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	MIM:601607|HGNC:HGNC:11103|Ensembl:ENSG00000099956|HPRD:03364|Vega:OTTHUMG00000150737	22q11.23|22q11	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	protein-coding
6595	SMARCA2	1	GeneRif,	1	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	MIM:600014|HGNC:HGNC:11098|Ensembl:ENSG00000080503|HPRD:02483|Vega:OTTHUMG00000019445	9p22.3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding
653604	HIST2H3D	1	Reactome,		-	HGNC:HGNC:25311|Ensembl:ENSG00000183598|Vega:OTTHUMG00000012092	1q21.2	histone cluster 2, H3d	protein-coding
653441	PHC1P1	1	Reactome,		PHC1B	HGNC:HGNC:34502	12q13.2	polyhomeotic homolog 1 (Drosophila) pseudogene 1	pseudo
65057	ACD	1	Reactome,		PIP1|PTOP|TINT1|TPP1	MIM:609377|HGNC:HGNC:25070|Ensembl:ENSG00000102977|HPRD:12417|Vega:OTTHUMG00000137547	16q22.1	adrenocortical dysplasia homolog (mouse)	protein-coding
6498	SKIL	1	GeneRif,	1	SNO|SnoA|SnoI|SnoN	MIM:165340|HGNC:HGNC:10897|Ensembl:ENSG00000136603|HPRD:01319|Vega:OTTHUMG00000158831	3q26	SKI-like proto-oncogene	protein-coding
649620	LOC649620	1	Reactome,		-	-	-	cell division cycle protein 27 homolog pseudogene	pseudo
64849	SLC13A3	1	GeneRif,	1	NADC3|SDCT2	MIM:606411|HGNC:HGNC:14430|Ensembl:ENSG00000158296|HPRD:10450|Vega:OTTHUMG00000033042	20q13.12	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	protein-coding
647654	LOC647654	1	Reactome,		-	-	-	cell division cycle protein 27 homolog pseudogene	pseudo
64750	SMURF2	1	GeneRif,	1	-	MIM:605532|HGNC:HGNC:16809|HPRD:06901	17q22-q23	SMAD specific E3 ubiquitin protein ligase 2	protein-coding
64682	ANAPC1	1	Reactome,		APC1|MCPR|TSG24	MIM:608473|HGNC:HGNC:19988|Ensembl:ENSG00000153107|HPRD:09769|Vega:OTTHUMG00000131277	2q12.1	anaphase promoting complex subunit 1	protein-coding
6464	SHC1	1	GeneRif,	1	SHC|SHCA	MIM:600560|HGNC:HGNC:10840|Ensembl:ENSG00000160691|HPRD:02780|Vega:OTTHUMG00000037295	1q21	SHC (Src homology 2 domain containing) transforming protein 1	protein-coding
64506	CPEB1	1	GeneRif,	2	CPE-BP1|CPEB|CPEB-1|h-CPEB|hCPEB-1	MIM:607342|HGNC:HGNC:21744|Ensembl:ENSG00000214575|HPRD:09553	15q25.2	cytoplasmic polyadenylation element binding protein 1	protein-coding
644914	H3F3AP6	1	Reactome,		p21	HGNC:HGNC:42982	4q31.1	H3 histone, family 3A, pseudogene 6	pseudo
64393	ZMAT3	1	GeneRif,	1	PAG608|WIG-1|WIG1	MIM:606452|HGNC:HGNC:29983|Ensembl:ENSG00000172667|HPRD:07343|Vega:OTTHUMG00000157290	3q26.32	zinc finger, matrin-type 3	protein-coding
642954	RBBP4P1	1	Reactome,		RBBP4P	HGNC:HGNC:42368	5p15.2	retinoblastoma binding protein 4 pseudogene 1	pseudo
6428	SRSF3	1	GeneRif,	1	SFRS3|SRp20	MIM:603364|HGNC:HGNC:10785|HPRD:04530	6p21	serine/arginine-rich splicing factor 3	protein-coding
6426	SRSF1	1	GeneRif,	2	ASF|SF2|SF2p33|SFRS1|SRp30a	MIM:600812|HGNC:HGNC:10780|HPRD:02887	17q22	serine/arginine-rich splicing factor 1	protein-coding
6304	SATB1	1	GeneRif,	1	-	MIM:602075|HGNC:HGNC:10541|Ensembl:ENSG00000182568|HPRD:03647|Vega:OTTHUMG00000129890	3p23	SATB homeobox 1	protein-coding
6277	S100A6	1	GeneRif,	1	2A9|5B10|CABP|CACY|PRA	MIM:114110|HGNC:HGNC:10496|Ensembl:ENSG00000197956|HPRD:00237|Vega:OTTHUMG00000013549	1q21	S100 calcium binding protein A6	protein-coding
6257	RXRB	1	GeneRif,	1	DAUDI6|H-2RIIBP|NR2B2|RCoR-1	MIM:180246|HGNC:HGNC:10478|Ensembl:ENSG00000204231|HPRD:01578|Vega:OTTHUMG00000031298	6p21.3	retinoid X receptor, beta	protein-coding
6241	RRM2	1	GeneRif,	1	R2|RR2|RR2M	MIM:180390|HGNC:HGNC:10452|Ensembl:ENSG00000171848|HPRD:01587|Vega:OTTHUMG00000090449	2p25-p24	ribonucleotide reductase M2	protein-coding
6240	RRM1	1	GeneRif,	1	R1|RIR1|RR1	MIM:180410|HGNC:HGNC:10451|Ensembl:ENSG00000167325|HPRD:01588|Vega:OTTHUMG00000133361	11p15.5	ribonucleotide reductase M1	protein-coding
6233	RPS27A	1	Reactome,		CEP80|HEL112|S27A|UBA80|UBC|UBCEP1|UBCEP80	MIM:191343|HGNC:HGNC:10417|Ensembl:ENSG00000143947|HPRD:01878|Vega:OTTHUMG00000151919	2p16	ribosomal protein S27a	protein-coding
6197	RPS6KA3	1	Reactome,		CLS|HU-3|ISPK-1|MAPKAPK1B|MRX19|RSK|RSK2|S6K-alpha3|p90-RSK2|pp90RSK2	MIM:300075|HGNC:HGNC:10432|Ensembl:ENSG00000177189|HPRD:02092|Vega:OTTHUMG00000021231	Xp22.2-p22.1	ribosomal protein S6 kinase, 90kDa, polypeptide 3	protein-coding
6196	RPS6KA2	1	Reactome,		HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|pp90RSK3	MIM:601685|HGNC:HGNC:10431|Ensembl:ENSG00000071242|HPRD:03403|Vega:OTTHUMG00000016007	6q27	ribosomal protein S6 kinase, 90kDa, polypeptide 2	protein-coding
6195	RPS6KA1	1	Reactome,		HU-1|MAPKAPK1A|RSK|RSK1|p90Rsk	MIM:601684|HGNC:HGNC:10430|Ensembl:ENSG00000117676|HPRD:03402|Vega:OTTHUMG00000004003	1p	ribosomal protein S6 kinase, 90kDa, polypeptide 1	protein-coding
6125	RPL5	1	GeneRif,	1	DBA6|L5|MSTP030|PPP1R135	MIM:603634|HGNC:HGNC:10360|Ensembl:ENSG00000122406|HPRD:04699|Vega:OTTHUMG00000010899	1p22.1	ribosomal protein L5	protein-coding
6045	RNF2	1	Reactome,		BAP-1|BAP1|DING|HIPI3|RING1B|RING2	MIM:608985|HGNC:HGNC:10061|Ensembl:ENSG00000121481|HPRD:07028|Vega:OTTHUMG00000035391	1q25.3	ring finger protein 2	protein-coding
6016	RIT1	1	GeneRif,	1	NS8|RIBB|RIT|ROC1	MIM:609591|HGNC:HGNC:10023|Ensembl:ENSG00000143622|HPRD:10195|Vega:OTTHUMG00000014104	1q22	Ras-like without CAAX 1	protein-coding
6015	RING1	1	Reactome,		RING1A|RNF1	MIM:602045|HGNC:HGNC:10018|Ensembl:ENSG00000204227|HPRD:03624|Vega:OTTHUMG00000031278	6p21.3	ring finger protein 1	protein-coding
598	BCL2L1	1	GeneRif,	3	BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS	MIM:600039|HGNC:HGNC:992|Ensembl:ENSG00000171552|HPRD:02497|Vega:OTTHUMG00000032192	20q11.21	BCL2-like 1	protein-coding
5970	RELA	1	GeneRif,	1	NFKB3|p65	MIM:164014|HGNC:HGNC:9955|Ensembl:ENSG00000173039|HPRD:01241|Vega:OTTHUMG00000166566	11q13	v-rel avian reticuloendotheliosis viral oncogene homolog A	protein-coding
596	BCL2	1	GeneRif,	2	Bcl-2|PPP1R50	MIM:151430|HGNC:HGNC:990|HPRD:01045	18q21.3	B-cell CLL/lymphoma 2	protein-coding
595	CCND1	1	GeneRif,	1	BCL1|D11S287E|PRAD1|U21B31	MIM:168461|HGNC:HGNC:1582|Ensembl:ENSG00000110092|HPRD:01346|Vega:OTTHUMG00000167877	11q13	cyclin D1	protein-coding
5948	RBP2	1	GeneRif,	1	CRABP-II|CRBP2|CRBPII|RBPC2	MIM:180280|HGNC:HGNC:9920|Ensembl:ENSG00000114113|HPRD:07184|Vega:OTTHUMG00000159956	3q23	retinol binding protein 2, cellular	protein-coding
5934	RBL2	1	GeneRif,	2	P130|Rb2	MIM:180203|HGNC:HGNC:9894|Ensembl:ENSG00000103479|HPRD:01576|Vega:OTTHUMG00000133198	16q12.2	retinoblastoma-like 2	protein-coding
5933	RBL1	1	GeneRif,	2	CP107|PRB1|p107	MIM:116957|HGNC:HGNC:9893|Ensembl:ENSG00000080839|HPRD:00312|Vega:OTTHUMG00000032406	20q11.2	retinoblastoma-like 1	protein-coding
5931	RBBP7	1	Reactome,		RbAp46	MIM:300825|HGNC:HGNC:9890|Ensembl:ENSG00000102054|HPRD:04231|Vega:OTTHUMG00000021198	Xp22.2	retinoblastoma binding protein 7	protein-coding
5928	RBBP4	1	Reactome,		NURF55|RBAP48|lin-53	MIM:602923|HGNC:HGNC:9887|Ensembl:ENSG00000162521|HPRD:04232|Vega:OTTHUMG00000007998	1p35.1	retinoblastoma binding protein 4	protein-coding
59277	NTN4	1	GeneRif,	1	PRO3091	MIM:610401|HGNC:HGNC:13658|Ensembl:ENSG00000074527|HPRD:10121|Vega:OTTHUMG00000170290	12q22	netrin 4	protein-coding
5925	RB1	1	GeneRif,	6	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	MIM:614041|HGNC:HGNC:9884|Ensembl:ENSG00000139687|HPRD:01574|Vega:OTTHUMG00000016900	13q14.2	retinoblastoma 1	protein-coding
59067	IL21	1	GeneRif,	1	CVID11|IL-21|Za11	MIM:605384|HGNC:HGNC:6005|Ensembl:ENSG00000138684|HPRD:05650|Vega:OTTHUMG00000133073	4q26-q27	interleukin 21	protein-coding
5901	RAN	1	GeneRif,	1	ARA24|Gsp1|TC4	MIM:601179|HGNC:HGNC:9846|Ensembl:ENSG00000132341|HPRD:03109|Vega:OTTHUMG00000134328	12q24.3	RAN, member RAS oncogene family	protein-coding
5894	RAF1	1	GeneRif,	1	CMD1NN|CRAF|NS5|Raf-1|c-Raf	MIM:164760|HGNC:HGNC:9829|Ensembl:ENSG00000132155|HPRD:01265|Vega:OTTHUMG00000129789	3p25	Raf-1 proto-oncogene, serine/threonine kinase	protein-coding
5879	RAC1	1	GeneRif,	1	MIG5|Rac-1|TC-25|p21-Rac1	MIM:602048|HGNC:HGNC:9801|Ensembl:ENSG00000136238|HPRD:03627|Vega:OTTHUMG00000023540	7p22	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	protein-coding
57690	TNRC6C	1	Reactome,		-	MIM:610741|HGNC:HGNC:29318|Ensembl:ENSG00000078687|HPRD:10026|Vega:OTTHUMG00000132642	17q25.3	trinucleotide repeat containing 6C	protein-coding
57650	KIAA1524	1	GeneRif,	1	CIP2A|p90	MIM:610643|HGNC:HGNC:29302|Ensembl:ENSG00000163507|HPRD:11151|Vega:OTTHUMG00000159233	3q13.13	KIAA1524	protein-coding
57634	EP400	1	GeneRif,	2	CAGH32|P400|TNRC12	MIM:606265|HGNC:HGNC:11958|Ensembl:ENSG00000183495|HPRD:09378|Vega:OTTHUMG00000187346	12q24.33	E1A binding protein p400	protein-coding
57472	CNOT6	1	GeneRif,	1	CCR4|Ccr4a	MIM:608951|HGNC:HGNC:14099|Ensembl:ENSG00000113300|HPRD:12341|Vega:OTTHUMG00000130935	5q35.3	CCR4-NOT transcription complex, subunit 6	protein-coding
57332	CBX8	1	Reactome,		PC3|RC1	HGNC:HGNC:15962|HPRD:13006	17q25.3	chromobox homolog 8	protein-coding
5728	PTEN	1	GeneRif,	3	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	MIM:601728|HGNC:HGNC:9588|Ensembl:ENSG00000171862|HPRD:03431|Vega:OTTHUMG00000018688	10q23.3	phosphatase and tensin homolog	protein-coding
